QuestionText,CognitiveLevel,Category,Intent
اذكر أهم أهداف التنمية المستدامة.,معرفة,البيئة والطاقة,معلوماتي
ما هي المكونات الأساسية لجهاز الحاسوب؟,معرفة,التكنولوجيا,معلوماتي
ما هي الخطوات الأساسية لتطوير خطة عمل ناجحة؟,تطبيق,الاقتصاد والعمل,معلوماتي
اذكر الفوائد الرئيسية للطاقة الشمسية.,معرفة,البيئة والطاقة,معلوماتي
رتب مراحل التطور التكنولوجي في الاتصالات من الأقدم إلى الأحدث.,معرفة,التكنولوجيا,معلوماتي
ما هي العوامل المؤثرة في تغير المناخ؟,تحليل,البيئة والطاقة,معلوماتي
بم يُستخدم النيتروجين السائل في الصناعة؟,معرفة,التكنولوجيا,معلوماتي
ما هي المكونات الأساسية لخلية شمسية؟,معرفة,التكنولوجيا,معلوماتي
اذكر الفوائد الصحية لممارسة الرياضة بانتظام.,معرفة,الصحة,معلوماتي
ما هي مكونات الغلاف الجوي للأرض؟,معرفة,العلوم,معلوماتي
فيم تُستخدم تقنية الطباعة ثلاثية الأبعاد؟,معرفة,التكنولوجيا,معلوماتي
ما هي العناصر الأساسية للثورة الصناعية؟,معرفة,التاريخ,معلوماتي
بم يتميز المناخ الاستوائي؟,معرفة,الجغرافيا,معلوماتي
ما هي أنواع الطاقة المتجددة المتاحة حاليًا؟,معرفة,البيئة والطاقة,معلوماتي
اذكر الآثار البيئية للتلوث البلاستيكي.,تحليل,البيئة والطاقة,معلوماتي
ما هي التحديات الرئيسية التي تواجه التعليم العالي؟,تحليل,التعليم,معلوماتي
ما هي مكونات النظام البيئي؟,معرفة,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤثر في التغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل المؤثرة في توازن السوق؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر في أسعار الأسهم؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي التحديات التي تواجه التنمية المستدامة في المناطق الحضرية؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل المؤثرة في نمو الاقتصاد؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي التحديات التي تواجه الزراعة المستدامة؟,تحليل,البيئة والطاقة,معلوماتي
ما هي الخصائص الرئيسية للديمقراطية؟,تحليل,السياسة والقانون,معلوماتي
ما هي الأهداف الرئيسية للتنمية المستدامة؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤدي إلى الاحتباس الحراري؟,تحليل,البيئة والطاقة,معلوماتي
ما هي المكونات الأساسية للكمبيوتر؟,تحليل,التكنولوجيا,معلوماتي
ما هي المكونات الأساسية للنظام السياسي الديمقراطي؟,تحليل,السياسة والقانون,معلوماتي
ما هي العناصر الأساسية للنظام البيئي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤدي إلى النجاح في ريادة الأعمال؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي التحديات التي تواجه التحول الرقمي في الشركات؟,تحليل,التكنولوجيا,معلوماتي
ما هي العوامل التي تؤدي إلى التغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي التحديات التي تواجه الأمن السيبراني؟,تحليل,التكنولوجيا,معلوماتي
ما هي العوامل المؤثرة في النمو الاقتصادي؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي الخصائص الأساسية للدولة الديمقراطية؟,تحليل,السياسة والقانون,معلوماتي
ما هي العوامل التي تؤدي إلى التغيرات المناخية؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العناصر الأساسية في الأدب الكلاسيكي؟,تحليل,الثقافة,معلوماتي
ما هي التحديات التي تواجه التنمية المستدامة؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العناصر الأساسية في الهندسة المعمارية الحديثة؟,تحليل,التكنولوجيا,معلوماتي
ما هي التحديات التي تواجه الاقتصاد العالمي؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر على النمو السكاني؟,تحليل,علم الاجتماع,معلوماتي
ما هي العوامل التي تؤدي إلى زيادة الإنتاجية؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤدي إلى النجاح في الأعمال التجارية؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر على جودة التعليم؟,تحليل,التعليم,معلوماتي
ما هي العوامل التي تؤدي إلى تحسن الاقتصاد؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العناصر الأساسية للنظام البيئي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي الأسباب الرئيسية للتغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤدي إلى زيادة نسبة التوظيف؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر على الصحة العقلية؟,تحليل,الصحة,معلوماتي
ما هي العوامل التي تؤثر على النمو الاقتصادي في الدول النامية؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي التحديات التي تواجه التعليم في المناطق الريفية؟,تحليل,التعليم,معلوماتي
ما هي التحديات التي تواجه الزراعة العضوية؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤثر على جودة المياه؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤدي إلى التغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي التحديات التي تواجه التنمية المستدامة في المناطق الحضرية؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العناصر الأساسية لنظام الرعاية الصحية الناجح؟,تحليل,الصحة,معلوماتي
ما هي العوامل التي تؤثر على استقرار الاقتصاد العالمي؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر على التعليم العالي في الدول النامية؟,تحليل,التعليم,معلوماتي
ما هي العوامل التي تؤثر على التغير المناخي؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤثر على النمو الاقتصادي؟,تحليل,الاقتصاد والعمل,معلوماتي
ما هي العوامل التي تؤثر على الصحة العامة؟,تحليل,الصحة,معلوماتي
ما هي العوامل التي تؤثر على التنمية المستدامة؟,تحليل,البيئة والطاقة,معلوماتي
ما هي العوامل التي تؤثر على الاستقرار السياسي؟,تحليل,السياسة والقانون,معلوماتي
ما هي العوامل التي تؤثر على جودة المياه؟,تحليل,البيئة والطاقة,معلوماتي
ما هي طرق الوقاية من الأمراض المعدية؟,تقييم,الصحة,معلوماتي
"ماذا يعني مصطلح ""الاقتصاد الأخضر""؟",تحليل,الاقتصاد والعمل,معلوماتي
"ماذا يعني مصطلح ""الذكاء الاصطناعي""؟",تحليل,التكنولوجيا,معلوماتي
ماذا تعرف عن عملية التمثيل الضوئي؟,تحليل,البيئة والطاقة,معلوماتي
"ماذا يعني مصطلح ""الاقتصاد الرقمي""؟",تحليل,التكنولوجيا,معلوماتي
"ماذا يعني مصطلح ""التنوع البيولوجي""؟",تحليل,البيئة والطاقة,معلوماتي
ماذا تشمل عملية التطوير المستدام؟,تحليل,البيئة والطاقة,معلوماتي
فيم يستخدم الغاز الطبيعي بشكل رئيسي؟,فهم,الاقتصاد والعمل,معلوماتي
عم يساهم إعادة التدوير في حماية البيئة؟,تحليل,البيئة والطاقة,معلوماتي
اذكر أهم مكونات النظام الشمسي.,معرفة,العلوم,معلوماتي
اذكر بعض التطبيقات العملية للذكاء الاصطناعي.,معرفة,التكنولوجيا,معلوماتي
حدد أبرز مزايا وعيوب الطاقة النووية.,معرفة,البيئة والطاقة,معلوماتي
